E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 127,3/3/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 127,3/4/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,8/28/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,8/31/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,9/9/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,10/5/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,10/19/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,10/23/2019,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,11/11/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,11/23/2019,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,11/26/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,11/30/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 128,12/14/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,12/18/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,2/5/2020,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 128,2/23/2020,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 128,3/14/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 130,8/21/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 130,9/13/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 130,9/20/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 130,10/22/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 130,12/3/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 130,12/24/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 130,12/27/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 130,1/17/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 130,2/11/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,8/14/2019,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,8/28/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,9/2/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,9/16/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 137,9/24/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,10/2/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,10/20/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,10/27/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,11/27/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,12/25/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 137,12/26/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,1/13/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 137,1/22/2020,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,1/23/2020,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,1/30/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,2/9/2020,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,2/21/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,2/24/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 137,3/10/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 140,9/22/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,10/10/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,10/11/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,10/12/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,10/13/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,10/17/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 140,11/12/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 140,11/17/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 140,12/3/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 140,12/17/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 140,12/24/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 140,12/31/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 140,2/29/2020,Notice Failure,Location 4,Supervisor 110,Y,Standard,Infraction
Employee 140,3/14/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,8/18/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,8/22/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,8/26/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,9/20/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,10/7/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 147,10/29/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 147,11/15/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,1/2/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,1/6/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,1/17/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,1/20/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,2/3/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 147,2/9/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,2/20/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,2/21/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,2/23/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 147,2/27/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,8/31/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,9/1/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,9/2/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,11/23/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,12/4/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 148,1/11/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,2/15/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,2/16/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 148,2/17/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 155,9/21/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 155,9/27/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,10/11/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,11/2/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 155,11/24/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,11/26/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,12/24/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 155,1/8/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,1/24/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,2/22/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 155,3/14/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,9/5/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,9/6/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,9/23/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,10/11/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,10/25/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,10/26/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,10/27/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,10/28/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,11/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,11/18/2019,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,11/21/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,12/1/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,12/7/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,12/20/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,12/26/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 158,2/9/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,2/23/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 158,3/14/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 161,8/11/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 161,9/1/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,12/29/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 161,12/30/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 161,12/31/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 161,1/10/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,1/16/2020,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,1/18/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,2/1/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,2/29/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 161,3/13/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,8/26/2019,Notice Failure,Location 4,Supervisor 110,Y,Standard,Infraction
Employee 164,9/9/2019,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 164,9/28/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 164,10/10/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 164,10/21/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 164,11/1/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,11/7/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,12/12/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 164,1/4/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,1/13/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,1/27/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,2/9/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,2/20/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 164,2/27/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,8/10/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,8/24/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,8/30/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,9/21/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,10/6/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,10/28/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,10/29/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,11/9/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,11/25/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,12/14/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 168,12/23/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,1/4/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 168,1/18/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,8/17/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,8/24/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,9/24/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,11/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,12/4/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,12/6/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,12/7/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,12/9/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,12/18/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,12/27/2019,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,12/28/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 171,12/30/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,1/18/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,1/21/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 171,2/5/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 174,8/31/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,9/14/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,9/24/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 174,9/25/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 174,9/26/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 174,9/27/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 174,9/28/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 174,10/18/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,11/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,12/15/2019,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,1/4/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,1/17/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,1/18/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,2/22/2020,Early Out,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,3/5/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 174,3/10/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,8/13/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 175,9/14/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,9/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,10/2/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 175,10/12/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 175,11/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,11/17/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 175,12/31/2019,Holiday Absence,Location 4,Supervisor 110,Y,Major,Infraction
Employee 175,1/18/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,3/7/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 175,3/14/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,8/16/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,9/2/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,9/19/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,9/22/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,9/23/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,10/3/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,11/4/2019,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,11/17/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,11/18/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,11/19/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,12/13/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,1/10/2020,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,1/12/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,1/17/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 185,2/20/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,2/21/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 185,2/27/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,8/13/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 186,8/26/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,8/30/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,9/6/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,9/9/2019,Notice Failure,Location 4,Supervisor 110,Y,Standard,Infraction
Employee 186,9/21/2019,Early Out,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,9/26/2019,Notice Failure,Location 4,Supervisor 110,Y,Standard,Infraction
Employee 186,10/1/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 186,10/11/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,10/17/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,10/19/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,10/22/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,10/25/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,10/29/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,11/1/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,11/5/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,11/26/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,12/2/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 186,1/17/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,2/6/2020,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,2/7/2020,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,2/24/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,2/25/2020,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 186,2/27/2020,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,3/6/2020,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 186,3/12/2020,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 195,8/13/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,8/23/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 195,9/6/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,9/9/2019,Notice Failure,Location 4,Supervisor 110,,Standard,Infraction
Employee 195,9/10/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,10/3/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
Employee 195,10/4/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 195,10/6/2019,Tardy,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,10/15/2019,Tardy,Location 4,Supervisor 110,,Minor,Infraction
Employee 195,10/17/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,11/12/2019,Absence,Location 4,Supervisor 110,Y,Minor,Infraction
Employee 195,12/2/2019,Absence,Location 4,Supervisor 110,,Minor,Infraction
